task,CreationTimestamp,ProcessID,ParentPID,CommandLine,Image,ProcessType,Registry,Files,Modules,DroppedFiles,DebugStrings,EventsCounters_Network,Scores_Network,Autostart,LowAccess,FileType,Priority,unknown_ip,Suspicious_ip,Malicious_ip,whitelist_ip,unsafe_ip,unknown_domain,Suspicious_domain,Malicious_domain,whitelist_domain,unsafe_domain,unknown_http_request,Suspicious_http_request,Malicious_http_request,whitelist_http_request,unsafe_http_request,HKEY_LOCAL_MACHINE,HKEY_CLASSES_ROOT,HKEY_USERS,HKEY_CURRENT_CONFIG,HKEY_CURRENT_USER,startup_registry_keys,active_setup_registry_keys,services_registry_keys,dll_injection_registry_keys,shell_spawning_registry_keys,internet_settings_registry_keys,bho_registry_keys,label
39521908-d090-4db3-a834-cfe015286c88,1611253725182,3764,372,"""C:\Program Files\Notepad++\notepad++.exe"" ",C:\Program Files\Notepad++\notepad++.exe,Probably manual launch or APC inject,48,605,80,6,3,0,False,False,False,NKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,1,0,2
39521908-d090-4db3-a834-cfe015286c88,1611253725557,2856,3764,"""C:\Program Files\Notepad++\updater\gup.exe"" -v7.51",C:\Program Files\Notepad++\updater\gup.exe,Child process,15,158,80,0,0,7,True,False,False,NKN,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a5f9ee3-b511-45f6-b224-b1c5a20bda5e,1611126006781,752,372,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,191,731,89,2,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0,0,1,0,1
3a5f9ee3-b511-45f6-b224-b1c5a20bda5e,1611126009656,2516,600,"""C:\Program Files\Common Files\Microsoft Shared\EQUATION\EQNEDT32.EXE"" -Embedding",C:\Program Files\Common Files\Microsoft Shared\EQUATION\EQNEDT32.EXE,Embedded COM++,28,311,67,0,0,2,True,False,False,NKN,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,2
3c4df98e-727d-45ed-8236-4ee974f45471,1611359123002,2268,356,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\Question_2.docm""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,1525,2009,228,4,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,66,0,0,0,0,0,1,0,1
3c51bf06-db55-438a-ab9f-2ddd8b00f030,1611125925729,3568,1292,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,717,820,79,2,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,36,0,0,0,0,0,1,0,1
3c51bf06-db55-438a-ab9f-2ddd8b00f030,1611125926886,1244,1456,"""C:\Program Files\Common Files\Microsoft Shared\EQUATION\EQNEDT32.EXE"" -Embedding",C:\Program Files\Common Files\Microsoft Shared\EQUATION\EQNEDT32.EXE,Embedded COM++,362,394,65,0,0,1,True,False,False,NKN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,1,0,2
3d079c2e-8849-4127-a7a4-0c096e21e8ea,1611249154298,496,1292,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\Jane Nderi CV.doc.rtf""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,3185,3229,96,3,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,66,0,0,0,0,0,1,0,1
3d079c2e-8849-4127-a7a4-0c096e21e8ea,1611249155438,428,1456,"""C:\Program Files\Common Files\Microsoft Shared\EQUATION\EQNEDT32.EXE"" -Embedding",C:\Program Files\Common Files\Microsoft Shared\EQUATION\EQNEDT32.EXE,Embedded COM++,365,436,65,0,0,4,True,False,False,NKN,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,30,0,0,0,0,0,1,0,2
410c15fb-3d69-4ce8-8220-873e3926fb40,1611343393096,2184,372,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,286,694,88,2,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,35,0,0,0,0,0,1,0,1
410c15fb-3d69-4ce8-8220-873e3926fb40,1611343409628,2176,372,"""C:\Windows\explorer.exe"" ",C:\Windows\explorer.exe,Probably manual launch or APC inject,26,188,80,0,0,0,False,False,False,WIN-XPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
410c15fb-3d69-4ce8-8220-873e3926fb40,1611343421648,2132,372,"""C:\Program Files\Notepad++\notepad++.exe""  ""C:\Users\admin\Downloads\BOA-952202196.xlsm.xlsx""",C:\Program Files\Notepad++\notepad++.exe,Probably manual launch or APC inject,48,610,79,0,3,0,False,False,False,NKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,1,0,1
410c15fb-3d69-4ce8-8220-873e3926fb40,1611343422023,1328,2132,"""C:\Program Files\Notepad++\updater\gup.exe"" -v7.51",C:\Program Files\Notepad++\updater\gup.exe,Child process,14,192,90,0,0,7,True,False,False,NKN,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43590869-e3a7-4eea-a21e-1b2c5e4785a2,1611131612444,2552,356,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,594,1041,96,1,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,48,0,0,0,0,0,1,0,1
440cb1bd-c574-453e-b10e-e8831f0228ed,1611319121681,2208,376,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\Tracker Absenteeism.doc""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,2050,4177,154,4,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,65,0,0,0,0,0,1,0,1
451842d4-a80c-4d8a-aa5a-9a7cd73fe582,1611140361783,3820,292,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,232,665,86,2,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,36,0,0,0,0,0,1,0,1
453fb512-f14b-4909-a18e-16367d4016b6,1611131069002,2200,356,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,590,1333,106,1,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,45,0,0,0,0,0,1,0,1
47358f90-d5b0-4ad6-9120-1aadcf815f3b,1611321852454,2704,356,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,553,962,86,2,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,45,0,0,0,0,0,1,0,1
4ab3f1b5-363d-467b-8824-5f0fb4f72e5e,1611155770805,2684,292,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\Desktop\СV Klitschko 2021.doc""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,1431,3575,134,8,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,66,0,0,0,0,0,1,0,1
4adf6392-f49c-434d-81d4-f10a4cd8e084,1611134460132,3860,292,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,597,1231,94,6,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,47,0,0,0,0,0,1,0,1
4e2125c3-6868-489a-aed4-835b1c7e5b63,1611305872545,2792,356,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\POIVu2EBrief.doc""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,1655,4090,218,8,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,31,0,0,0,0,0,1,0,1
506ad587-fc88-4815-8164-56dfec678ed4,1611137815271,2560,356,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\Декларація зразок.docx""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,1497,3568,104,4,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,66,0,0,0,0,0,1,0,1
57293626-8415-4748-b93b-20f7869ee367,1611145298263,3988,292,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,683,2245,174,2,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,52,0,0,0,0,0,1,0,1
57293626-8415-4748-b93b-20f7869ee367,1611145311279,3296,292,"""C:\Program Files\Opera\opera.exe"" ",C:\Program Files\Opera\opera.exe,Probably manual launch or APC inject,246,4650,228,41,0,24,True,False,False,BRW-OPR,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,69,0,0,1,0,0,0,0,0,0,0,1
5b5adda2-9202-412a-b6ff-a591abfe9da3,1611137494561,1352,612,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\KP CV Final.doc""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,1723,4307,276,9,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,66,0,0,0,0,0,1,0,1
5b607521-a121-4e80-98a0-a2ce577b605a,1611320649260,960,372,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\Swift_INV0880021152020.doc""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,217,881,86,3,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0,0,1,0,1
5b607521-a121-4e80-98a0-a2ce577b605a,1611320652401,2396,600,"""C:\Program Files\Common Files\Microsoft Shared\EQUATION\EQNEDT32.EXE"" -Embedding",C:\Program Files\Common Files\Microsoft Shared\EQUATION\EQNEDT32.EXE,Embedded COM++,48,379,71,0,0,0,False,False,False,NKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,2
5c9dbf13-27e4-46b0-9abe-1c4a9c09a961,1611134745014,3328,464,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,605,1091,93,1,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,45,0,0,0,0,0,1,0,1
